Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
a2592637-8772-3d76-989b-6fe1aaa23c66,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Cecille691 Halvorson124,F,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,8290
6fc54f25-8273-3650-a69f-ab28b953a467,5d4b9df1-93ae-3bc9-b680-03249990e558,Vicente970 Kilback373,M,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,6149
5f79afca-82ac-3f75-ae4d-296e4ee21750,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Jerold208 Spencer878,M,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,3883
9c1f3105-9c53-3e05-ab1f-b455a5f943de,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Franklin857 Bayer639,M,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,3273
c61ee9ef-6cdb-3221-8585-c62ea2b9fa94,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Octavio643 Colunga237,M,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,1352
0aff80a7-a327-31f3-9ea9-62afd43b612b,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Dinah304 Schaefer657,F,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,4812
4027ab49-45f6-3cc3-a68b-be6e59d901cc,4861d01f-019c-3dac-a153-8334e50919f9,Jame231 Jacobi462,M,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,8047
df895217-378c-3b0d-ba50-d498e5bf9eae,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Stefania815 Leffler128,F,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,1459
ce07f891-166a-3928-b410-2ab52dfcfabf,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Ashlyn643 Walker122,F,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,10453
4c6fccc9-c0bd-351d-85a0-51c1920965ad,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Marvin195 Glover433,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,8402
c7d6880f-9dff-33c9-a002-f25e1a18c9ec,c44f361c-2efb-3050-8f97-0354a12e2920,Mauro926 Thompson596,M,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,9382
6f6014e9-8870-380b-8667-fe6d66159ce0,331f4c11-d298-308b-aaa1-d7825b29b57f,Eleonora961 Langosh790,F,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,3121
04b86e8d-3195-32f4-8426-e65faa31084d,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Ingrid581 Jacobson885,F,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,8789
fce4e3db-66ab-3ff0-a771-4b3eb34f4224,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Robbie31 Friesen796,F,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,3458
fbe1176a-247f-38f7-b658-0062385cc5c1,b0e04623-b02c-3f8b-92ea-943fc4db60da,Dong972 Oberbrunner298,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,12159
449507f2-82b2-35a8-b6c1-fee0f42ebadc,ebc3f5c4-6700-34af-8323-85621c313726,Benedict104 Ziemann98,M,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,2531
ab1849c2-c683-38c3-a8ac-e632e98f9cf7,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Douglass930 Windler79,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,8401
69f61373-6180-34e2-9ba2-32a419acdb59,d692e283-0833-3201-8e55-4f868a9c0736,Damaris45 Borer986,F,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,19425
d44b2dc5-4d36-3f9d-9fd7-fa9303bc0e13,d78e84ec-30aa-3bba-a33a-f29a3a454662,Man114 Kuhic920,M,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,2065
79d3009a-3314-3d95-9efb-237da8183b75,8ad64ecf-c817-3753-bee7-006a8e662e06,Thea616 Harris789,F,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,4796
22959797-417b-375d-8e89-319eebd76080,23834663-ed53-3da9-b330-d6e1ecb8428e,Isreal8 Kihn564,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,8131
5f6d6735-330e-3d7e-b51c-a14c577ce8cb,44bef9d3-91c2-3005-93e0-ccf436348ff0,Harris789 Blanda868,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,1410
573a01c7-c9d3-332a-ab33-4d1c466c2a86,60457c13-adb2-3415-82c5-86ab5dab5f93,Henry768 Paucek755,M,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4278
c71608f1-177f-3954-94e9-eba224708cc0,a9f20dc1-5147-3789-bcef-bbecb41c5983,Deon400 Schulist381,M,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,4171
2604d153-80b2-34ea-aa27-deb2c543fbf0,7fb56531-86bd-3e4a-8619-4df9942da309,Jenniffer979 Ebert178,F,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,6113
422f7090-1b0c-3df6-855a-6f505e487663,03347b4d-994e-302b-848b-58019a4e274d,Lionel365 Lynch190,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,3712
a823bab8-5780-359a-84ad-9645efcbc048,cb6a50e0-af76-3758-99ad-3200ede03fff,Lorenzo669 Cummings51,M,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,1521
0fa99f81-0eeb-3a83-8c64-6a2ab3dcf3d4,9a7149fa-49fc-3c87-b935-d29c55808717,Rudolf736 Mayert710,M,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,1287
5fd4952f-7eca-31d8-a6a0-0aee2253a098,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Wilton999 Pollich983,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,11068
e69a1d87-7d1d-3c09-8293-99c8871bc329,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Sal878 Tremblay80,M,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,4243
49dae425-db6d-3b58-853b-57e79f066745,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Grady603 Green467,M,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9334
67b8f64b-c3e0-3187-b998-072c6826d3f5,db0acede-4abe-3c01-8d03-5c68a190d8c7,Amira620 Nienow652,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,6085
92fb999b-5431-367b-bf71-60ae6b9523ef,3d10019f-c88e-3de5-9916-6107b9c0263d,Darrick836 Franecki195,M,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,9323
bf935391-57b4-386d-a19f-6c16bb7a2c36,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Leonie332 Hirthe744,F,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7060
11a8bb70-2add-3f09-b7ef-0766c95fbbdf,12c9daf5-a29c-36c9-ac55-28972463e566,Patria17 Rutherford999,F,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,5422
b1ecb3a2-81de-3c95-8555-3936706793b4,27379046-608b-32f0-9df7-8c833cf5d11d,Elinore878 Mosciski958,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,2586
9515a256-7081-34f1-ad01-ea60f540c683,226098a2-6a40-3588-b5bb-db56c3a30a04,Elayne206 Renner328,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,7768
9c302b39-740e-375e-8793-07480df6005d,b7175ab4-bde5-3848-891b-579bccb77c7c,Arnette709 Conroy74,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,2457
47186475-8f85-3d85-b650-d6f71036474d,d733d4a9-080d-3593-b910-2366e652b7ea,Winnie378 Witting912,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,1541
ce996f11-95a0-355c-bd6e-28c5c2ceb17a,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Courtney281 Bradtke547,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,15281
de219466-b233-317b-a5d2-1bbc76382e3f,d5117822-5756-389d-9547-891a372d580f,Owen89 Kunde533,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,8583
4bf49d33-909b-37c9-86ca-c3e110cbab6a,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Keven605 Mueller846,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,2778
4d2118cb-ee5f-3c6a-aecd-1d31edc45191,6f122869-a856-3d65-8db9-099bf4f5bbb8,Demetrice140 Crooks415,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,9070
1b99eca2-2375-356d-97ff-b7f8bc04a48f,465de31f-3098-365c-af70-48a071e1f5aa,Houston994 Schiller186,M,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,9654
f6424a73-ced0-39b4-a992-61603da8244e,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Sandy901 Turner526,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,3556
90e632e3-4bf6-3122-a5eb-661a77cc52d6,80e919cc-df1a-3838-b75e-541564a286e5,Donnell534 Lehner980,M,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,8981
11048821-afd7-3e6c-8b35-865bc7bd21ce,8e00f524-3a5f-313e-9542-378dfc61193f,Ossie995 Corkery305,F,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,1828
8fced291-c396-3b69-a69e-e41d932e704f,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Lynn917 Goodwin327,M,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,826
650bb249-af69-3825-9e92-2375254828ab,161a799c-4894-36f6-8ca7-2a71c8107f79,Eboni653 Torp761,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,2342
93b543c1-96b4-3e9f-8591-1677fe31d33c,956ccb85-bea0-30f9-af48-52f5dd95ff72,Irwin931 Ankunding277,M,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,1942
e82b4866-3236-3b83-b39f-8f0885e314cf,d7b11827-25f2-350b-bcd8-939fc59851b0,Annika454 Murazik203,F,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,2012
9763e570-58e5-3c73-a720-674146d91d23,5103c940-0c08-392f-95cd-446e0cea042a,Harris789 Funk324,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4367
cda6ec00-a758-31aa-8946-6fc1075b9675,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Roscoe437 Hilll811,M,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,2001
00ed91de-115d-3555-b147-e54fae7c0a80,72a10c1a-ee7c-3a01-97b1-33f63244c13e,Hortense60 Zieme486,F,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,7932
ce55dbbe-eb10-3d80-9dfc-fd66e37a8d47,1bd44727-a8e3-322d-9c14-a5c529d6ce6d,Derrick232 Wintheiser220,M,GENERAL PRACTICE,940 Belmont Street,Brockton,MA,02301,42.065655,-71.05398,3477
a6b67ce4-1ce1-32e8-a7fd-9abf002dc439,be4c63f3-8d38-3fa9-a183-62045b5c85f6,Sondra191 Botsford977,F,GENERAL PRACTICE,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,4890
955a163b-f810-3e56-8a4a-4eebf7a8425a,a7500efb-720b-3e44-990a-0c3edc5a3990,Lon587 Quitzon246,M,GENERAL PRACTICE,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,7476
2168a44a-e8ba-3884-9c7a-56cc73c7f7cc,ae67223f-808e-33d3-a83e-066deebf35ed,Heriberto162 Smitham825,M,GENERAL PRACTICE,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,2740
0b85d534-ee6e-39f2-abc0-4b093ed3bb95,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Hobert364 King743,M,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,3836
18fbd534-b795-3692-b9ac-6695904538ea,5573d6f9-681b-3f8f-9264-2da0fec29b1e,Gilbert263 Block661,M,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,1404
46ca9863-8a37-312a-9e1b-1d7bbac9dd56,5259a506-b80b-3ed5-9c30-83188eabf33e,Riley817 Dicki44,M,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,5371
105f9036-0fd9-35ae-88a2-46db3c36bab7,53b25c4b-e95f-3dd1-8e69-d427cdd83631,Tanesha560 Schumm995,F,GENERAL PRACTICE,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,8325
3f1e190b-5337-36d7-8e16-5cac66acc08d,f95eebbf-70d7-385e-8e4c-748c79c6d644,Quinton758 Kemmer137,M,GENERAL PRACTICE,199 Main Street,Gloucester,MA,01930,42.613102,-70.66085,709
bb4a0324-5a8d-39ff-8166-064a12891745,c1c0c43e-ca87-3ee5-9549-be3f28afde81,Molly175 Macejkovic424,F,GENERAL PRACTICE,143 Munson Street,Greenfield,MA,01301,42.580627,-72.623634,4188
7c2c5886-ed04-3291-8682-6e2969122e47,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Leigh689 D'Amore443,M,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,2087
1793b0c5-1297-35c7-8b69-d1c2fe01d9f5,ed146054-9dd5-3f0b-83df-d29d983039c3,Gregory545 Gusikowski974,M,GENERAL PRACTICE,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,1173
c7d4b7e7-5d3e-3a86-b212-75367273c28c,3490b118-b33a-38e3-b763-f6f8f0039d6b,Walter473 Volkman526,M,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,1347
ee0acae9-4f0b-327e-9ecd-b6840da89fe2,8881e3ee-e915-31b3-867f-8e2fbe41e887,Samuel331 Girón243,M,GENERAL PRACTICE,225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,3853
857f9c45-bede-3e1e-8063-f8734a439b22,0b78995f-8b45-34d3-969d-afcc456bb1c7,Alleen813 Anderson154,F,GENERAL PRACTICE,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,2752
4d2c1260-7307-33b3-85a7-0bf221a33a1a,de7eebed-6d89-3e62-b8d3-59d80c664399,Corey514 Nitzsche158,M,GENERAL PRACTICE,73 Eagle Street,Pittsfield,MA,01201,42.451427,-73.25195,1111
f08cfccc-a873-3d1e-a3fe-801b42d03343,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Marcell728 Fritsch593,F,GENERAL PRACTICE,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,1380
c28e0593-e2e5-3996-a40d-c64bcab6bb59,18f774ab-db01-37ba-95c4-44c4eab47089,Delmy607 Hoeger474,F,GENERAL PRACTICE,110 West Squantum Street,Quincy,MA,02169,42.272617,-71.03133,7239
16ef7b5e-aa1f-3dfe-a2f0-3714c6959bde,37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Jeffie441 Zieme486,F,GENERAL PRACTICE,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,4337
e6957376-de59-3e76-93d1-e2c59b97e42f,d311e70d-86e7-3c03-b115-53892bcf7ef1,Gaston250 Casper496,M,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,2976
adfbf996-adf8-30a4-8659-22098af4b510,7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Antonio44 Rice937,F,GENERAL PRACTICE,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,2045
0809729e-d829-39db-97c7-ae0399867b77,3fbe3da9-8e41-3118-a253-7e2d1b46480f,Olympia319 Hickle134,F,GENERAL PRACTICE,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,4597
1340571b-96db-3337-90f6-fe1df60a06f5,515117f0-f62e-36da-90e9-a004b40b2260,Sheila338 Kreiger457,F,GENERAL PRACTICE,474 West Main Street,Hyannis,MA,02601,41.650307,-70.313515,229
fa64bbc6-b6f4-3200-9d7e-fd40b4e93328,5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Claud279 Braun514,M,GENERAL PRACTICE,10 George Street  Gateway Center,Lowell,MA,01852,42.642513,-71.3062,2082
c5c9e23b-7d30-384c-9b8b-0e6499dd9502,7c530dcd-43f3-3f87-b41b-9f704205e0f8,Nicolas769 Raynor401,M,GENERAL PRACTICE,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,1570
29d45d26-28bb-39c5-8c33-becaf3b5100f,78dbf052-6958-3c67-af45-b5a450b70fe4,Josh874 Stamm704,M,GENERAL PRACTICE,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,2937
606177f9-c368-3882-9ccb-52cb86ec6cfb,3a2242e0-de37-303b-bdfc-e160c7eae518,Artie871 Schultz619,F,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,11289
252da53f-7d68-3aa6-9fc9-d8b8956d7c7e,d5f4875f-6df2-32a8-a01b-47267f47fc49,Tom274 Gulgowski816,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
a60c429d-3123-3fa0-a939-5e900793d4b8,d5f4875f-6df2-32a8-a01b-47267f47fc49,Genoveva361 Carroll471,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
cd87bb4e-b49a-3745-9a22-c99864d2e2ad,d5f4875f-6df2-32a8-a01b-47267f47fc49,Grant908 Olson653,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
ee92def0-f0c6-320b-8ac3-2afe4fb1fa86,d5f4875f-6df2-32a8-a01b-47267f47fc49,Mason910 Kris249,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
4ef57ddb-3423-3586-bff5-0077d93702b5,d5f4875f-6df2-32a8-a01b-47267f47fc49,Francisco472 Greenfelder433,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
5f704f26-6efa-3bcd-9b80-92a29899a229,d5f4875f-6df2-32a8-a01b-47267f47fc49,Francisco472 Ayala238,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
2d285b18-f720-31ce-af67-1781788c3554,d5f4875f-6df2-32a8-a01b-47267f47fc49,Imogene688 Gulgowski816,F,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,479
6241d214-55de-3a1c-8b90-45ffe917e981,6725cc67-119b-38a5-9fc8-c104c2b7f993,Graig740 Beier427,M,CHIROPRACTIC,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,0
4840cd10-1aea-369b-a714-992afc191302,6725cc67-119b-38a5-9fc8-c104c2b7f993,Graig740 Beier427,M,GENERAL PRACTICE,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,228
2c1b8de6-5553-3dbe-a585-b25f6eb53555,c72c73fd-0c2a-3579-b732-130984e4883c,Jimmy858 Dietrich576,M,CHIROPRACTIC,38,NORTHBOROUGH,MA,01532-2159,42.323342,-71.646236,0
df25b4b7-7942-3478-a7d4-5c642c0d8a00,c72c73fd-0c2a-3579-b732-130984e4883c,Andre610 Feeney44,M,CHIROPRACTIC,38,NORTHBOROUGH,MA,01532-2159,42.323342,-71.646236,0
594127c3-7ad6-3afe-986f-833149a95f67,c72c73fd-0c2a-3579-b732-130984e4883c,Christena299 Dietrich576,F,GENERAL PRACTICE,38,NORTHBOROUGH,MA,01532-2159,42.323342,-71.646236,77
5b2a4d95-32cc-37a2-a673-93b15e360a43,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Bernardo699 Sandoval902,M,NURSE PRACTITIONER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
2a67301d-7fa4-3bd9-b09d-3df0bbdab468,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Francina926 Mills423,F,NURSE PRACTITIONER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
371da423-cb0e-312b-995a-bd0a1aa30fc6,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Hester117 Sawayn19,F,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
8f99dba9-36a8-35fd-93fd-67297d8e9061,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Cristian531 Rojas511,M,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
794e914b-2aa5-3e4d-a2da-a1ac636d7dae,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Gale827 Veum823,M,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
25506bb2-bb97-3706-93e1-332aadcc7dda,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Tia76 Renner328,F,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
d225e4cc-27a3-3b6e-9ac7-1b2ce0d3bead,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Hester117 Sawayn19,F,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
35d2cce8-63b3-3ea5-9a48-d3c1c2b5515b,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Ana972 Rojas511,F,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
2a1c64f8-ec65-3f3a-9289-8678793c2ba1,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Violet769 Veum823,F,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
0f3ffd02-3fb9-3fde-b134-401722336f07,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Tia76 Renner328,F,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
27daabfe-e98e-3309-8349-ec12f5bd0a1d,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Ariel183 Beer512,F,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
6a340733-970d-3fcd-934a-3ef010a23d43,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Albina13 Botsford977,F,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
